127.0.0.1 - - [10/Feb/2024:09:16:57 +0630] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:16:58 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2093
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/dist/js/adminlte.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/plugins/icheck-bootstrap/icheck-bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/plugins/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:01 +0630] "GET /University/AdminLTE/dist/css/adminlte.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:06 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:06 +0630] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:18 +0630] "POST /University/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:19 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 6852
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:19 +0630] "GET /University/AdminLTE/dist/img/user2-160x160.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:19 +0630] "GET /University/AdminLTE//plugins/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:19 +0630] "GET /University/AdminLTE/dist/img/AdminLTELogo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:27 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/webfonts/fa-regular-400.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:29 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 6825
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:33 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 4765
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:33 +0630] "GET /University/AdminLTE/dist/js/demo.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:45 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:17:56 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:18:17 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=bago&msearch= HTTP/1.1" 200 8446
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:18:28 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=&msearch=400 HTTP/1.1" 200 8446
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:18:45 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:26:10 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:27:59 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:28:24 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 4765
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:28:40 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 8751
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:30:24 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 8515
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:30:46 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2093
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:30:59 +0630] "POST /University/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:30:59 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 6852
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:31:09 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 6825
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:31:25 +0630] "GET /University/AdminLTE/PageCreate/edit.jsp?id=71 HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:35:49 +0630] "POST /University/pageupdate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:35:49 +0630] "GET /University/AdminLTE/loginAndregister/edit.jsp?id=71 HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [10/Feb/2024:09:35:52 +0630] "POST /University/update HTTP/1.1" 302 -
