127.0.0.1 - - [19/Feb/2024:14:29:02 +0630] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:09 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 11336
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:16 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=%E1%80%90%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%84%E1%80%B0&msearch= HTTP/1.1" 200 9812
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:19 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:19 +0630] "GET /University/img/ucstgoLogo.png HTTP/1.1" 200 91466
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:29 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=techology+&lsearch=&msearch= HTTP/1.1" 200 8574
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:35 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=%E1%80%80%E1%80%BD%E1%80%94%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B0%E1%80%90%E1%80%AC&lsearch=&msearch= HTTP/1.1" 200 11336
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:39 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=medical&lsearch=&msearch= HTTP/1.1" 200 8574
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:49 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=&msearch=300 HTTP/1.1" 200 8574
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:32:54 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=&msearch=400 HTTP/1.1" 200 10311
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:00 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=&msearch=500 HTTP/1.1" 200 10819
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:08 +0630] "GET /University/AdminLTE/User/three.jsp?unisearch=&lsearch=&msearch=501 HTTP/1.1" 200 11336
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:11 +0630] "GET /University/AdminLTE/User/example.jsp?id=98 HTTP/1.1" 200 2233
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:15 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:27 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:33 +0630] "POST /University/LoginServlet HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:38 +0630] "POST /University/LoginServlet HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:43 +0630] "POST /University/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:43 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:46 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 8926
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:33:48 +0630] "GET /University/AdminLTE/PageCreate/add.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:34:06 +0630] "POST /University/pageInsert HTTP/1.1" 200 142
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:34:09 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9408
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:34:16 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:34:43 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:35:40 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:35:54 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9408
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:36:01 +0630] "GET /University/AdminLTE/PageCreate/add.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:36:39 +0630] "POST /University/pageInsert HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:36:45 +0630] "GET /University/AdminLTE/PageCreate/add.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:36:54 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9408
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:08 +0630] "GET /University/AdminLTE/PageCreate/edit.jsp?id=94 HTTP/1.1" 200 4209
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:08 +0630] "GET /University/img/ucsygn.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:19 +0630] "POST /University/pageupdate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:19 +0630] "GET /University/AdminLTE/loginAndregister/edit.jsp?id=94 HTTP/1.1" 200 2735
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:22 +0630] "POST /University/UpdateUser HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:37:22 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:01 +0630] "GET /University/AdminLTE/loginAndregister/edit.jsp?id=81 HTTP/1.1" 200 2735
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:15 +0630] "GET /University/AdminLTE/loginAndregister/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:15 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:20 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9412
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:24 +0630] "GET /University/AdminLTE/PageCreate/edit.jsp?id=94 HTTP/1.1" 200 4213
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:42 +0630] "POST /University/pageupdate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:42 +0630] "GET /University/AdminLTE/loginAndregister/edit.jsp?id=94 HTTP/1.1" 200 2735
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:45 +0630] "POST /University/UpdateUser HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:45 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:45 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:51 +0630] "POST /University/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:51 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:56 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:38:58 +0630] "GET /University/AdminLTE/User/example.jsp?id=99 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:39:16 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:39:21 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:39:49 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:39:59 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:02 +0630] "GET /University/AdminLTE/User/example.jsp?id=98 HTTP/1.1" 200 2233
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:33 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:38 +0630] "GET /University/AdminLTE/User/example.jsp?id=94 HTTP/1.1" 200 2082
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:43 +0630] "GET /University/AdminLTE/User/example.jsp?id=97 HTTP/1.1" 200 2103
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:49 +0630] "GET /University/AdminLTE/User/example.jsp?id=99 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:54 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 11996
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:40:57 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:41:00 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 11996
0:0:0:0:0:0:0:1 - - [19/Feb/2024:14:41:12 +0630] "GET /University/AdminLTE/User/example.jsp?id=95 HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:00:21 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 6207
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:00:51 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 11996
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:02:06 +0630] "GET /University/AdminLTE/User/example.jsp?id=94 HTTP/1.1" 200 2082
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:05:27 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:05:35 +0630] "POST /University/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:05:35 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:05:51 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9410
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:06:07 +0630] "GET /University/AdminLTE/PageCreate/add.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:07:36 +0630] "GET /University/AdminLTE/loginAndregister/add.jsp?id=99 HTTP/1.1" 200 2466
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:07:41 +0630] "POST /University/InsertUser HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:07:41 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8416
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:08:55 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8416
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:08:58 +0630] "GET /University/AdminLTE/loginAndregister/edit.jsp?id=86 HTTP/1.1" 200 2714
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:03 +0630] "POST /University/UpdateUser HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:03 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8416
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:12 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 9461
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:17 +0630] "GET /University/pageDeleteUser?id=99 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:17 +0630] "GET /University/delete?id=99 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:09:17 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:33 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:34 +0630] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:42 +0630] "POST /University/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:43 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:50 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 8928
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:55 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 8106
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:56 +0630] "GET /University/AdminLTE/loginAndregister/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:56 +0630] "GET /University/AdminLTE/loginAndregister/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:17:56 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:18:00 +0630] "GET /University/AdminLTE/User/userHome.jsp HTTP/1.1" 200 5547
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:18:04 +0630] "GET /University/AdminLTE/User/three.jsp HTTP/1.1" 200 11336
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:18:37 +0630] "GET /University/AdminLTE/PageCreate/edit.jsp?id=94 HTTP/1.1" 200 3113
0:0:0:0:0:0:0:1 - - [19/Feb/2024:15:18:48 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 8928
