127.0.0.1 - - [18/Feb/2024:13:42:41 +0630] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:42:59 +0630] "GET /University/AdminLTE/loginAndregister/login.jsp HTTP/1.1" 200 2092
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/dist/js/adminlte.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/dist/css/adminlte.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/plugins/icheck-bootstrap/icheck-bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:00 +0630] "GET /University/AdminLTE/plugins/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:03 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:03 +0630] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:14 +0630] "POST /University/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:14 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 7503
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:14 +0630] "GET /University/AdminLTE/dist/img/user2-160x160.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:14 +0630] "GET /University/AdminLTE//plugins/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:14 +0630] "GET /University/AdminLTE/dist/img/AdminLTELogo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:18 +0630] "GET /University/AdminLTE/plugins/fontawesome-free/webfonts/fa-regular-400.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:25 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 8001
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:29 +0630] "GET /University/pageDeleteUser?id=96 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:29 +0630] "GET /University/delete?id=96 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:29 +0630] "GET /University/AdminLTE/loginAndregister/home.jsp HTTP/1.1" 200 7211
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:35 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 7463
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:43:37 +0630] "GET /University/AdminLTE/PageCreate/add.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:44:18 +0630] "POST /University/pageInsert HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:44:18 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 7463
0:0:0:0:0:0:0:1 - - [18/Feb/2024:13:46:15 +0630] "GET /University/AdminLTE/PageCreate/home.jsp HTTP/1.1" 200 7463
